id,era,typology,total_floor_area_m2,is_high_potential,grid_id,baseline_energy_kwh,R1_savings_kwh,R2_savings_kwh,R3_savings_kwh,R4_savings_kwh,R5_savings_kwh,R5_heating_savings_kwh,R5_cooling_savings_kwh
649027433,era2,midrise,1632.16,0,1118,345087.15,16925.50,7769.08,10396.86,92086.47,119294.57,94648.96,17937.44
649027435,era2,midrise,1564.11,0,1118,330700.25,16219.82,7445.16,9963.38,88247.09,114320.80,90702.74,17189.57
649027438,era2,midrise,1514.91,0,1118,320297.67,15709.62,7210.97,9649.98,85471.22,110724.77,87849.63,16648.86
649027441,era2,midrise,2595.44,0,1159,548753.76,26914.71,12354.29,16532.95,146434.72,189700.71,150509.57,28523.89
649027443,era2,midrise,1865.62,0,1118,394448.53,19346.48,8880.35,11884.00,105258.28,136358.17,108187.30,20503.16
649027446,era2,midrise,1321.72,0,1118,279451.66,13706.24,6291.39,8419.36,74571.44,96604.51,76646.54,14525.70
649027448,era3,midrise,1225.39,0,1159,184311.08,3455.60,4007.03,600.44,26407.15,28796.67,18221.55,2377.26
649027450,era2,midrise,906.57,0,1159,191676.32,9401.13,4315.27,5774.85,51148.68,66261.20,52571.99,9963.20
649027453,era3,midrise,1734.84,0,1159,260937.29,4892.25,5672.93,850.07,37385.80,40768.74,25797.07,3365.59
649027455,era2,midrise,2774.58,1,1118,586629.21,28772.39,13207.00,17674.07,156541.80,202794.05,160897.89,30492.63
649027457,era2,midrise,2130.48,0,1159,450447.80,22093.08,10141.08,13571.16,120201.68,155716.78,123546.54,23413.98
649027459,era2,midrise,1927.90,0,1118,407614.93,19992.32,9176.80,12280.72,108772.12,140910.21,111798.92,21187.62
649027461,era3,midrise,2091.29,0,1159,314550.29,5897.44,6838.52,1024.73,45067.30,49145.32,31097.48,4057.10
649027464,era2,midrise,1428.29,0,1159,301982.35,14811.37,6798.66,9098.21,80584.12,104393.72,82826.54,15696.91
649027466,era3,midrise,2028.15,0,1159,305053.32,5719.38,6632.05,993.79,43706.63,47661.53,30158.59,3934.61
649027468,era2,midrise,952.00,0,1159,201280.60,9872.24,4531.52,6064.24,53711.84,69581.68,55206.48,10462.48
649027471,era3,midrise,1962.38,0,1159,295161.46,5533.91,6416.98,961.57,42289.29,46115.93,29180.59,3807.02
649027473,era2,lowrise,4099.51,1,1158,866758.38,42511.92,19513.67,26113.88,231294.35,299633.19,237730.58,45053.61
649027475,era3,midrise,1776.55,0,1158,267210.51,5009.87,5809.32,870.51,38284.65,41748.92,26417.30,3446.51
649027477,era2,lowrise,1788.83,0,1158,378212.62,18550.17,8514.83,11394.85,100925.79,130745.58,103734.25,19659.24
649027480,era2,lowrise,1976.24,0,1158,417836.52,20493.61,9406.90,12588.65,111499.46,144443.38,114602.16,21718.88
649027482,era2,lowrise,1931.75,0,1158,408429.37,20032.25,9195.13,12305.25,108989.34,141191.61,112022.18,21229.93
649027485,era2,lowrise,1983.94,0,1158,419463.62,20573.46,9443.55,12637.70,111933.89,145006.17,115048.68,21803.50
649027487,era2,lowrise,2033.54,0,1158,429952.40,21087.81,9679.65,12953.65,114732.33,148631.44,117924.98,22348.60
649027488,era1,lowrise,5714.63,1,1117,1492719.22,105663.51,58003.49,62175.17,511687.97,702156.59,552261.84,110235.21
649027491,era2,midrise,7284.31,1,1117,1540121.11,75538.29,34673.32,46401.05,410980.77,532410.22,422417.14,80054.57
649027493,era2,lowrise,4762.96,1,1158,1007032.18,49391.90,22671.69,30340.06,268726.20,348124.75,276204.05,52344.93
649027495,era2,lowrise,1770.99,0,1158,374440.23,18365.17,8429.91,11281.21,99919.26,129441.66,102699.71,19463.18
649027497,era2,lowrise,2680.89,1,1158,566820.38,27800.83,12761.04,17077.27,151255.81,195946.25,155464.81,29462.98
649027500,era2,lowrise,1733.23,0,1159,366457.12,17973.60,8250.17,11040.68,97788.84,126681.78,100510.01,19048.20
649027502,era2,lowrise,1919.18,0,1158,405772.23,19901.90,9135.30,12225.18,108280.14,140272.87,111293.25,21091.79
649027504,era2,lowrise,13059.24,1,1159,2761114.22,135424.32,62161.98,83187.36,736802.32,954499.85,757305.33,143521.05
649027506,era3,midrise,1810.79,0,1159,272361.64,5106.43,5921.28,887.29,39022.52,42553.57,26926.45,3512.93
649027508,era2,lowrise,2003.36,0,1159,423571.30,20774.84,9535.99,12761.40,113029.57,146425.58,116174.85,22016.93
649027510,era3,midrise,3812.61,1,1159,573454.63,10751.56,12467.23,1868.18,82161.75,89596.34,56693.51,7396.46
649027513,era3,midrise,3833.30,1,1159,576566.08,10809.91,12534.89,1878.32,82607.61,90082.55,57001.17,7436.60
649027516,era3,midrise,1995.14,0,1159,300088.72,5626.29,6524.11,977.62,42995.27,46885.79,29667.73,3870.57
649027518,era2,lowrise,9485.34,1,1159,2005485.73,98362.98,45150.22,60421.62,535162.88,693283.50,550054.87,104243.89
649027520,era3,midrise,4676.25,1,1159,703354.15,13187.02,15291.34,2291.36,100773.19,109891.88,69535.84,9071.92
649027523,era2,midrise,4867.13,1,1159,1029056.93,50472.14,23167.54,31003.62,274603.47,355738.53,282244.87,53489.76
649027525,era3,midrise,7034.73,1,1159,1058094.45,19837.94,23003.57,3447.02,151598.43,165316.15,104606.44,13647.38
649027527,era2,midrise,3451.27,1,1159,729701.52,35789.67,16428.05,21984.59,194720.65,252253.32,200139.15,37929.46
649027530,era2,midrise,1695.51,0,1159,358481.08,17582.44,8070.63,10800.40,95660.67,123924.83,98322.62,18633.65
649027532,era2,lowrise,1711.62,0,1159,361888.50,17749.50,8147.31,10903.02,96569.60,125102.31,99256.84,18810.70
649027534,era2,lowrise,5342.20,1,1159,1129500.38,55398.61,25428.87,34029.81,301406.92,390461.40,309794.18,58710.78
649027537,era1,lowrise,2605.73,0,1200,680643.23,48179.95,26448.16,28350.34,233317.06,320166.05,251817.75,50264.53
649027538,era1,lowrise,967.49,0,1159,252718.27,17888.89,9820.02,10526.29,86629.05,118875.50,93498.23,18662.88
649027540,era1,lowrise,2111.50,0,1200,551544.65,39041.63,21431.72,22973.12,189063.71,259440.00,204055.36,40730.83
649027543,era1,lowrise,1733.55,0,1200,452821.70,32053.34,17595.53,18861.02,155222.07,213001.29,167530.27,33440.18
649027545,era1,lowrise,330.87,0,1200,86426.67,6117.79,3358.33,3599.87,29626.10,40654.00,31975.28,6382.48
649027548,era1,lowrise,2470.76,0,1200,645386.83,45684.35,25078.21,26881.87,221231.85,303582.28,238774.25,47660.96
649027551,era1,lowrise,2844.03,1,1200,742888.56,52586.11,28866.90,30943.05,254654.45,349445.97,274847.06,54861.34
649027552,era1,lowrise,2195.53,0,1200,573495.43,40595.35,22284.63,23887.37,196587.76,269764.77,212176.02,42351.77
649027554,era1,lowrise,1821.91,0,1200,475902.09,33687.12,18492.39,19822.38,163133.82,223858.08,176069.38,35144.64
649027557,era2,lowrise,1932.15,0,1200,408514.32,20036.40,9197.03,12307.80,109011.90,141220.84,112045.38,21234.33
649027559,era2,lowrise,1456.37,0,1200,307919.33,15102.56,6932.32,9277.08,82168.40,106446.08,84454.90,16005.51
649027561,era1,lowrise,4200.65,1,1200,1097252.51,77670.02,42636.60,45703.07,376126.20,516133.87,405950.82,81030.54
649027565,era2,lowrise,3336.94,1,1200,705528.33,34604.07,15883.83,21256.31,188270.15,243896.94,193509.15,36672.97
649027567,era2,midrise,3688.17,1,1159,779790.59,38246.32,17555.69,23493.64,208086.55,269568.35,213876.98,40532.99
649027570,era2,midrise,3673.40,1,1159,776667.79,38093.16,17485.38,23399.56,207253.23,268488.81,213020.47,40370.67
649027572,era3,lowrise,8923.13,1,1159,1342127.48,25163.23,29178.64,4372.33,192293.45,209693.55,132686.94,17310.87
649027574,era3,midrise,4884.39,1,1159,734660.69,13773.98,15971.96,2393.35,105258.60,114783.17,72630.88,9475.72
649027577,era2,lowrise,1365.02,0,1159,288606.72,14155.26,6497.50,8695.18,77014.43,99769.31,79157.51,15001.57
649047187,era1,lowrise,6362.29,1,1204,1661893.53,117638.74,64577.24,69221.72,569679.45,781734.57,614851.71,122728.57
649047188,era1,lowrise,4986.36,1,1204,1302487.74,92197.80,50611.55,54251.60,446478.67,612674.05,481881.83,96186.88
649047189,era1,lowrise,2236.37,0,1204,584162.44,41350.48,22699.16,24331.71,200244.57,274782.78,216122.80,43139.58
649047190,era1,lowrise,12083.09,1,1204,3156224.68,223416.33,122643.36,131464.02,1081919.88,1484649.27,1167709.82,233082.81
649047191,era1,lowrise,2391.10,0,1204,624578.28,44211.44,24269.66,26015.17,214099.09,293794.46,231075.90,46124.32
649047192,era1,lowrise,3522.78,1,1204,920185.86,65136.20,35756.22,38327.85,315429.72,432843.98,340441.46,67954.43
649047193,era1,lowrise,2681.72,1,1204,700492.04,49585.00,27219.46,29177.11,240121.21,329502.94,259161.42,51730.38
649047194,era1,lowrise,2470.11,0,1204,645216.37,45672.33,25071.62,26874.80,221173.65,303502.42,238711.43,47648.42
649047195,era1,lowrise,2314.31,0,1204,604520.76,42791.59,23490.25,25179.69,207223.32,284359.27,223654.92,44643.04
649047196,era1,lowrise,6153.76,1,1204,1607424.92,113783.02,62460.66,66952.91,551007.67,756112.49,594699.37,118706.03
649047197,era1,lowrise,2541.42,0,1204,663845.25,46990.86,25795.41,27650.65,227558.75,312264.28,245602.83,49023.99
649047198,era1,lowrise,3370.23,1,1204,880339.05,62315.55,34207.83,36668.10,301770.39,414100.16,325699.03,65011.74
649047199,era1,lowrise,1961.13,0,1204,512267.31,36261.29,19905.47,21337.09,175599.58,240964.04,189523.60,37830.20
649047200,era1,lowrise,1712.83,0,1204,447407.84,31670.23,17385.22,18635.59,153366.80,210455.42,165527.89,33040.49
649047201,era1,lowrise,1902.88,0,1204,497050.36,35184.25,19314.23,20703.33,170383.88,233806.87,183894.32,36706.56
649047202,era1,lowrise,2708.53,1,1204,707496.40,50080.72,27491.58,29468.81,242521.78,332797.08,261752.34,52247.54
649047203,era1,lowrise,6801.82,1,1204,1776702.23,125765.65,69038.47,74003.80,609034.96,835739.62,657327.88,131207.11
649047204,era1,lowrise,8625.39,1,1204,2253038.18,159483.46,87547.71,93844.24,772317.42,1059801.67,833557.69,166383.77
649047205,era1,lowrise,17412.92,1,1204,4548428.64,321964.89,176741.14,189452.57,1559152.86,2139525.48,1682784.59,335895.23
649047206,era1,lowrise,2515.49,0,1204,657071.05,46511.41,25532.22,27368.53,225236.97,309078.26,243096.95,48523.80
649047207,era1,lowrise,4290.71,1,1204,1120777.63,79335.23,43550.71,46682.92,384190.17,527199.54,414654.21,82767.80
649047208,era1,lowrise,3101.86,1,1204,810237.62,57353.39,31483.88,33748.24,277740.54,381125.54,299763.75,59834.88
649047209,era1,lowrise,7830.41,1,1204,2045382.47,144784.28,79478.66,85194.86,701134.91,962122.48,756730.82,151048.61
649047210,era1,lowrise,6826.23,1,1245,1783078.26,126216.99,69286.23,74269.38,611220.63,838738.88,659686.87,131677.98
649047211,era1,lowrise,7824.93,1,1204,2043948.93,144682.96,79423.04,85135.24,700644.23,961449.15,756201.24,150942.90
649047212,era1,lowrise,1985.22,0,1204,518558.71,36706.72,20149.98,21599.19,177756.60,243923.98,191851.66,38294.89
649047213,era1,lowrise,2334.24,0,1204,609725.69,43160.10,23692.54,25396.53,209007.85,286808.07,225580.95,45027.49
649047214,era1,lowrise,1615.92,0,1204,422094.02,29878.36,16401.59,17581.21,144689.48,198548.09,156162.51,31171.10
649047215,era1,lowrise,1689.22,0,1204,441241.81,31233.68,17145.58,18378.71,151252.76,207554.46,163246.22,32585.05
649047216,era1,lowrise,3330.54,1,1204,869969.40,61581.68,33804.98,36236.28,298216.55,409223.45,321863.39,64246.12
649047217,era1,lowrise,2471.85,0,1204,645671.66,45704.51,25089.28,26893.73,221329.45,303716.21,238879.58,47681.99
649047218,era1,lowrise,3837.59,1,1204,1002416.72,70957.04,38951.54,41752.98,343617.81,471524.68,370864.70,74027.11
649047221,era1,lowrise,2534.31,0,1204,661986.88,46859.39,25723.25,27573.29,226922.12,311390.67,244915.72,48886.84
649047223,era1,lowrise,4867.17,1,1204,1271352.64,89993.97,49401.78,52954.81,435806.40,598029.18,470363.31,93887.71
649047225,era1,lowrise,1608.44,0,1204,420140.53,29740.06,16325.67,17499.83,144019.72,197629.02,155439.64,31026.81
649047227,era1,lowrise,2027.82,0,1204,529688.04,37494.39,20582.37,22062.68,181571.00,249158.24,195968.52,39116.65
649047229,era1,lowrise,13680.18,1,1203,3573398.72,252946.53,138853.83,148840.36,1224923.32,1680883.72,1322052.60,263890.67
649047231,era1,lowrise,5331.40,1,1203,1392615.18,98577.59,54113.71,58005.63,477373.56,655069.12,515226.50,102842.71
649047233,era1,lowrise,5240.69,1,1203,1368921.62,96900.36,53193.00,57018.71,469251.38,643923.58,506460.28,101092.91
649047235,era1,lowrise,5324.97,1,1203,1390935.39,98458.70,54048.45,57935.67,476797.81,654279.06,514605.10,102718.67
649047237,era1,lowrise,3338.26,1,1203,871987.88,61724.43,33883.34,36320.27,298907.80,410172.01,322609.45,64395.04
649047240,era1,lowrise,2521.25,0,1203,658575.68,46617.91,25590.69,27431.20,225752.72,309785.99,243653.60,48634.91
649047242,era1,lowrise,3111.27,1,1203,812694.38,57527.38,31579.39,33850.62,278583.12,382281.74,300673.13,60016.40
649047244,era1,lowrise,3627.88,1,1203,947637.45,67079.50,36822.98,39471.33,324840.38,445757.62,350598.32,69981.81
649047246,era1,lowrise,3218.34,1,1203,840663.11,59507.11,32666.15,35015.54,288170.16,395437.44,311020.38,62081.78
649047248,era1,lowrise,4587.58,1,1203,1198321.46,84824.35,46563.94,49912.87,410771.91,563675.95,443343.73,88494.42
649047250,era1,lowrise,10544.60,1,1203,2754355.99,194969.65,107027.69,114725.25,944163.48,1295615.00,1019030.14,203405.33
649047252,era1,lowrise,1924.84,0,1204,502786.23,35590.29,19537.13,20942.26,172350.17,236505.09,186016.54,37130.16
649047254,era1,lowrise,2688.44,1,1204,702246.65,49709.26,27287.67,29250.23,240722.92,330328.62,259810.84,51860.01
649047256,era1,lowrise,2273.05,0,1245,593742.18,42028.69,23071.46,24730.78,203528.90,279289.65,219667.55,43847.13
649047258,era1,lowrise,3028.04,1,1204,790953.30,55988.46,30734.61,32945.08,271130.70,372055.27,292629.79,58410.89
649047260,era1,lowrise,2822.20,1,1245,737186.01,52182.48,28645.33,30705.54,252699.79,346763.71,272737.41,54440.24
649047262,era1,lowrise,2838.08,1,1245,741334.22,52476.10,28806.51,30878.31,254121.68,348714.89,274272.05,54746.56
649047264,era1,lowrise,2982.26,1,1204,778995.73,55141.99,30269.94,32446.99,267031.56,366430.29,288205.61,57527.80
649047267,era1,lowrise,2902.10,1,1244,758058.64,53659.83,29456.31,31574.85,259854.03,356581.03,280458.94,55981.51
649047269,era1,lowrise,5339.93,1,1203,1394842.34,98735.31,54200.29,58098.44,478137.33,656117.20,516050.84,103007.25
649047271,era1,lowrise,4495.12,1,1203,1174171.48,83114.77,45625.47,48906.91,402493.04,552315.39,434408.40,86710.86
649047273,era1,lowrise,3665.60,1,1203,957491.60,67776.94,37205.84,39881.73,328217.82,450392.27,354243.58,70709.42
649047275,era2,midrise,3083.61,1,1244,651968.65,31977.04,14677.98,19642.60,173977.28,225381.05,178818.54,33888.87
649047277,era2,midrise,2700.51,1,1244,570968.62,28004.29,12854.43,17202.25,152362.77,197380.28,156602.57,29678.60
649047279,era2,midrise,2266.62,0,1244,479232.14,23504.85,10789.11,14438.37,127882.70,165667.26,131441.29,24910.15
649047281,era1,lowrise,3756.46,1,1203,981225.09,69456.95,38128.07,40870.28,336353.43,461556.24,363024.29,72462.11
649047284,era2,lowrise,3811.34,1,1244,805831.78,39523.60,18141.98,24278.24,215035.80,278570.84,221019.61,41886.63
649047286,era1,lowrise,17399.15,1,1245,4544831.54,321710.28,176601.37,189302.75,1557919.89,2137833.56,1681453.86,335629.60
649047289,era1,lowrise,1855.85,0,1245,484765.51,34314.67,18836.88,20191.65,166172.81,228028.29,179349.34,35799.35
649047292,era1,lowrise,1605.52,0,1245,419377.12,29686.06,16296.03,17468.06,143758.26,197270.24,155157.45,30970.48
649047294,era1,lowrise,1286.00,0,1245,335916.35,23778.14,13052.90,13991.68,115148.44,158010.82,124279.04,24806.94
649047297,era1,lowrise,3040.77,1,1245,794278.91,56223.84,30863.82,33083.58,272270.55,373619.41,293860.01,58656.45
649047300,era1,lowrise,2979.07,1,1245,778161.98,55083.00,30237.56,32412.28,266745.93,366038.33,287897.32,57466.26
649047302,era1,lowrise,2825.15,1,1245,737956.26,52237.02,28675.27,30737.63,252963.93,347126.18,273022.50,54497.14
649047305,era1,lowrise,2622.51,0,1245,685027.08,48490.21,26618.48,28532.91,234819.55,322227.80,253439.37,50588.22
649047308,era1,lowrise,2999.18,1,1245,783414.67,55454.84,30441.68,32631.08,268546.58,368509.25,289840.76,57854.18
649047310,era1,lowrise,2630.56,0,1244,687128.82,48639.05,26700.18,28620.49,235540.34,323216.91,254217.32,50743.50
649047313,era1,lowrise,1818.59,0,1244,475033.83,33625.73,18458.69,19786.26,162836.55,223450.15,175748.54,35080.60
649047316,era1,lowrise,2596.12,0,1244,678131.50,48002.26,26350.62,28245.79,232456.58,318985.26,250889.04,50079.15
649047318,era2,midrise,2075.26,0,1244,438772.35,21520.45,9878.24,13219.41,117086.17,151680.75,120344.33,22807.11
649047321,era2,midrise,1634.42,0,1244,345564.42,16948.94,7779.84,10411.26,92213.98,119459.76,94780.02,17962.28
649047324,era2,midrise,2569.62,0,1244,543295.23,26646.96,12231.39,16368.48,144977.96,187813.53,149012.26,28240.12
649047326,era2,midrise,1403.08,0,1244,296652.54,14549.94,6678.66,8937.62,79161.77,102551.12,81364.61,15419.85
649047329,era1,lowrise,2655.08,0,1244,693534.31,49092.43,26949.06,28887.27,237735.86,326229.68,256586.93,51216.49
649047333,era1,lowrise,2487.21,0,1245,649685.14,45988.51,25245.18,27060.84,222704.78,305603.49,240363.97,47978.28
649047335,era1,lowrise,1227.41,0,1245,320612.68,22694.81,12458.21,13354.22,109902.29,150811.87,118616.90,23676.74
649047338,era1,lowrise,8494.71,1,1245,2218903.01,157067.19,86221.31,92422.44,760616.33,1043745.02,820928.77,163862.96
649047341,era1,lowrise,2082.50,0,1245,543970.39,38505.42,21137.37,22657.60,186467.05,255876.77,201252.80,40171.42
649047344,era2,midrise,874.03,0,1245,184796.47,9063.69,4160.38,5567.57,49312.77,63882.85,50685.00,9605.59
649047346,era1,lowrise,1457.80,0,1245,380792.90,26954.72,14796.67,15860.86,130531.41,179119.89,140881.79,28120.96
649047349,era1,lowrise,2503.71,0,1245,653993.10,46293.60,25412.66,27240.36,224182.19,307630.85,241958.53,48296.57
649047351,era1,lowrise,2420.92,0,1245,632369.16,44762.81,24572.34,26339.61,216769.18,297458.44,233957.71,46699.55
649047354,era1,lowrise,2769.56,1,1245,723436.05,51209.16,28111.03,30132.81,247986.40,340295.84,267650.28,53424.81
649047357,era1,lowrise,3152.35,1,1245,823426.39,58286.95,31996.35,34297.57,282261.42,387329.24,304643.10,60808.83
649047359,era1,lowrise,3554.93,1,1245,928582.46,65730.66,36082.54,38677.64,318308.43,436794.25,343548.44,68574.60
649047362,era1,lowrise,3828.80,1,1245,1000119.66,70794.51,38862.32,41657.34,342830.75,470444.66,370015.23,73857.55
649047365,era1,lowrise,2837.36,1,1244,741145.84,52462.79,28799.20,30870.48,254057.21,348626.42,274202.47,54732.67
649047367,era1,lowrise,1005.99,0,1244,262773.49,18600.76,10210.80,10945.17,90076.34,123605.99,97218.87,19405.55
649047370,era1,lowrise,3011.57,1,1244,786651.89,55683.93,30567.44,32765.88,269655.98,370031.61,291038.12,58093.19
649047374,era1,lowrise,1497.05,0,1244,391043.25,27680.45,15195.06,16287.90,134045.86,183942.53,144674.91,28878.09
649047377,era1,midrise,8292.15,1,1244,2165992.18,153321.85,84165.32,90218.59,742479.11,1018856.47,801353.38,159955.57
649047381,era1,midrise,2974.11,1,1244,776866.51,54991.29,30187.22,32358.32,266301.81,365428.90,287417.99,57370.58
649047383,era1,midrise,1152.38,0,1244,301012.16,21307.51,11696.66,12537.89,103184.11,141592.93,111366.00,22229.41
649047386,era1,midrise,2626.43,0,1244,686049.55,48562.69,26658.26,28575.56,235170.54,322709.45,253818.20,50663.83
649047389,era2,lowrise,3757.49,1,1244,794446.26,38965.17,17885.65,23935.21,211997.59,274634.94,217896.85,41294.82
649047391,era2,lowrise,3024.23,1,1244,639411.97,31361.27,14395.33,19264.35,170627.06,221040.97,175375.10,33236.29
649047392,era2,lowrise,3328.40,1,1244,703723.82,34515.51,15843.18,21201.91,187788.33,243272.76,193013.92,36579.12
649047394,era1,lowrise,1571.23,0,1244,410419.77,29052.04,15947.98,17094.98,140687.93,193057.03,151843.67,30309.03
649047396,era1,lowrise,1141.85,0,1244,298263.57,21112.81,11589.78,12423.33,102241.25,140299.11,110348.38,22026.29
649047397,era1,lowrise,5286.58,1,1244,1380907.34,97748.86,53658.79,57517.99,473360.37,649562.08,510895.09,101978.13
649047398,era1,lowrise,2195.74,0,1244,573548.98,40599.23,22286.76,23889.65,196606.56,269790.57,212196.31,42355.82
649047399,era1,lowrise,2382.23,0,1244,622263.19,44047.43,24179.63,25918.66,213304.87,292704.60,230218.71,45953.22
649047400,era1,lowrise,1995.56,0,1244,521261.30,36897.90,20254.93,21711.69,178682.44,245194.46,192850.92,38494.35
649047401,era1,lowrise,2429.43,0,1244,634592.09,44920.16,24658.71,26432.20,217531.16,298504.06,234780.12,46863.70
